-1.300000000000000000e+01,5.700000000000000000e+01
-1.295000000000000107e+01,6.200000000000000000e+01
-1.290000000000000036e+01,5.200000000000000000e+01
-1.284999999999999964e+01,5.900000000000000000e+01
-1.280000000000000071e+01,6.700000000000000000e+01
-1.275000000000000000e+01,6.300000000000000000e+01
-1.270000000000000107e+01,6.500000000000000000e+01
-1.265000000000000036e+01,6.200000000000000000e+01
-1.259999999999999964e+01,5.900000000000000000e+01
-1.255000000000000071e+01,5.400000000000000000e+01
-1.250000000000000000e+01,5.300000000000000000e+01
-1.245000000000000107e+01,5.200000000000000000e+01
-1.240000000000000036e+01,6.500000000000000000e+01
-1.234999999999999964e+01,5.800000000000000000e+01
-1.230000000000000071e+01,5.800000000000000000e+01
-1.225000000000000000e+01,4.900000000000000000e+01
-1.220000000000000107e+01,4.500000000000000000e+01
-1.215000000000000036e+01,3.800000000000000000e+01
-1.209999999999999964e+01,5.900000000000000000e+01
-1.205000000000000071e+01,5.200000000000000000e+01
-1.200000000000000000e+01,5.800000000000000000e+01
-1.195000000000000107e+01,5.700000000000000000e+01
-1.190000000000000036e+01,6.000000000000000000e+01
-1.184999999999999964e+01,6.800000000000000000e+01
-1.180000000000000071e+01,5.400000000000000000e+01
-1.175000000000000000e+01,4.900000000000000000e+01
-1.170000000000000107e+01,4.400000000000000000e+01
-1.165000000000000036e+01,5.300000000000000000e+01
-1.159999999999999964e+01,6.000000000000000000e+01
-1.155000000000000071e+01,7.600000000000000000e+01
-1.150000000000000000e+01,5.200000000000000000e+01
-1.145000000000000107e+01,5.900000000000000000e+01
-1.140000000000000036e+01,5.000000000000000000e+01
-1.134999999999999964e+01,6.000000000000000000e+01
-1.130000000000000071e+01,4.900000000000000000e+01
-1.125000000000000000e+01,6.400000000000000000e+01
-1.120000000000000107e+01,4.800000000000000000e+01
-1.115000000000000036e+01,5.700000000000000000e+01
-1.109999999999999964e+01,5.100000000000000000e+01
-1.105000000000000071e+01,5.800000000000000000e+01
-1.100000000000000000e+01,4.500000000000000000e+01
-1.095000000000000107e+01,5.100000000000000000e+01
-1.090000000000000036e+01,5.900000000000000000e+01
-1.084999999999999964e+01,4.700000000000000000e+01
