% Model:              StrainTuningCantilever_LARGER_fin.mph
% Version:            COMSOL 6.2.0.339
% Date:               Nov 24 2024, 18:14
% Dimension:          3
% Nodes:              5834
% Expressions:        1
% Description:        Slice
% x                       y                        z                        Strain tensor, YY-component
0                         2.5446569984335943       -3.2463972349428394      -4.950459373705328E-11
-5.551115123125783E-17    2.0124693605818944       -3.109248548528878       -4.5133714176260287E-11
-1.3877787807814457E-17   2.394988787411989        -2                       0
5.551115123125783E-17     2.133802023539566        -3.2455862338867734      -5.16139473260131E-11
2.7755575615628914E-17    2.82709324118078         -3.245700063732893       -4.8450366306861346E-11
1.734723475976807E-18     3.4894091049840283       -3.2440651901517406      -4.616241505726508E-11
-2.7755575615628914E-17   -0.3103558600340147      -2.6480557680148467      -3.1053608323687213E-12
-5.551115123125783E-17    2.940379668496293        -4.507230951103663       -4.46885270628192E-11
0                         2.7914904818713          -4.3021266017409685      -5.5496965156920506E-11
0                         3.0743913951559074       -4.144168154452508       -5.2588001990812905E-11
5.551115123125783E-17     2.5229956185461733       -3.87080435779248        -5.7916308281293114E-11
2.7755575615628914E-17    2.3956778659492683       -3.6662753844407954      -5.7525062517841714E-11
2.7755575615628914E-17    2.6940928367407          -3.499654623526628       -5.24718109192507E-11
-1.3877787807814457E-17   2.9135465529258076       -3.8715752799915037      -5.568979156177349E-11
0                         3.4922965215938335       -4.494008238504019       -4.240173246752302E-11
2.7755575615628914E-17    3.482800366383457        -3.9013998562006864      -4.568254280918196E-11
0                         4.124617768456212        -4.300871437958619       -3.495029085629387E-11
5.551115123125783E-17     3.317450187583291        -3.9996880534460955      -4.847742506271813E-11
2.7755575615628914E-17    4.05281373154841         -4.51523524042387        -3.548876845100359E-11
0                         4.495994135335115        -4.532018652452429       -2.897932190858332E-11
2.7755575615628914E-17    3.2175460046000874       -3.87082488172982        -5.5256025061364534E-11
0                         3.521771559452408        -3.2899284011293477      -4.836725615466316E-11
-5.551115123125783E-17    3.3501465611113033       -3.886109300061515       -4.945342293652143E-11
-1.3877787807814457E-17   0.568418802964544        -2.0000000000000004      8.037435813944618E-26
6.938893903907228E-18     0.9319754590840994       -2                       7.967155037991772E-26
-6.938893903907228E-18    0.8714866323275925       -2.1387708882651157      -5.398763615117089E-13
0                         0.5137343124358662       -2.2665502166690024      -2.2650995718615025E-12
-2.7755575615628914E-17   0.6595442799774403       -2.624999999922694       -5.311146432080906E-12
2.7755575615628914E-17    0.8663551763777495       -2.6249999999264944      -7.668298377131334E-12
-2.7755575615628914E-17   0.9735899536225947       -2.102302378919385       -1.2551762661347376E-12
-1.3877787807814457E-17   0.40530719027681056      -2.0000000000000004      8.308653278619464E-27
6.938893903907228E-18     0.9945779443313345       -2                       3.97752653469166E-26
0                         0.7970201466853197       -2.9629617693996835      -1.4843795651743822E-11
0                         1.1889975702170184       -2.243406568048769       -3.446138243605187E-12
-4.163336342344337E-17    1.4146830335164458       -2.6249999999377644      -1.9467504611570815E-11
-2.7755575615628914E-17   1.057966762560698        -2.624999999930231       -1.4175064679298846E-11
1.3877787807814457E-17    1.5733668386233834       -2.8933057069274533      -3.1988822321463934E-11
1.3877787807814457E-17    1.2693754610930386       -2.961278997970548       -3.119872742733794E-11
2.7755575615628914E-17    0.9153107579539033       -3.0404488195377004      -2.591384729355302E-11
2.7755575615628914E-17    1.0272488915211224       -2.4347088723569215      -8.97592952205923E-12
1.3877787807814457E-17    0.3921395150484841       -2.3580008871536933      -5.88273821221118E-12
0                         0.5132039586260226       -2.6249999999211147      -1.2413693451723227E-11
0                         0.6996498674698574       -3.0361933344889693      -2.222472154504775E-11
0                         0.3452373422651147       -2.528798446530322       -1.0463927398619719E-11
0                         0.2397830459776604       -2.9128176798608534      -1.7089962970677618E-11
1.734723475976807E-18     0.2658239132489528       -2.919804070040668       -1.7798123050260374E-11
1.734723475976807E-18     0.17976655234876573      -2.8967161177474114      -1.473470028309791E-11
2.7755575615628914E-17    0.8488313711041697       -3.1990703754972127      -2.7226399432413804E-11
2.7755575615628914E-17    1.7944450097917763       -3.1437575248139544      -4.340719606375502E-11
0                         1.264006071151645        -3.1747850910490056      -3.95952553449947E-11
0                         1.3753519833840318       -3.0734743170468035      -3.7113060950461986E-11
1.3877787807814457E-17    1.4602068084573374       -3.1633084988769777      -4.1410420807735E-11
0                         0.2448705782342853       -2.933551109471104       -1.731810080737089E-11
0                         0.2513364186196537       -2.929309008504273       -1.6925757664065817E-11
-1.734723475976807E-18    0.2605056736191459       -2.9423972384362274      -1.7867437039193784E-11
1.3877787807814457E-17    0.7437198051719429       -3.2157933655738233      -3.18399268309708E-11
1.3877787807814457E-17    5.535214108838864        -5.173709558412777       -1.9525766442781298E-11
-5.551115123125783E-17    6.30305999890283         -5.31200222977691        -1.7717484940642857E-11
8.326672684688674E-17     5.181017234670875        -5.742873913644915       -1.3165160811543838E-11
0                         6.423895586256833        -6.2057918713006455      -1.0026502386488945E-11
2.1684043449710089E-19    6.407836283489653        -6.2036174770057295      -9.993992253206086E-12
2.7755575615628914E-17    5.011911595437369        -6.014612342594405       -1.0399193016640204E-11
-2.1684043449710089E-19   6.428476069806765        -6.206412058705038       -9.9186745553818E-12
0                         5.063639254626026        -5.433541395375535       -1.3241488417192045E-11
-1.1102230246251565E-16   5.035266855556357        -5.75225631612461        -1.0342874102516144E-11
1.3877787807814457E-16    4.254539753267657        -4.769231420280601       -2.943465028665938E-11
2.7755575615628914E-17    4.0087023738080845       -5.010750189664236       -3.038223468490881E-11
-4.163336342344337E-17    4.738494642735466        -5.741017438497649       -1.344711696051386E-11
5.551115123125783E-17     3.9110873612362678       -5.760840295201819       -2.0821893238637057E-11
5.551115123125783E-17     3.612239139622194        -5.374896178472986       -2.892443019236301E-11
0                         4.483443448260142        -6.500003015491647       -5.534970977929911E-12
-5.551115123125783E-17    5.0049957326395305       -7                       -2.0609994469665493E-12
0                         6.423873223705437        -6.20897813781854        -1.0017253979028783E-11
-2.1684043449710089E-19   6.420277440531685        -6.210982781010082       -9.98867608946914E-12
-2.1684043449710089E-19   6.428414874315834        -6.2132881911790605      -1.027345908170748E-11
-2.7755575615628914E-17   7.913736450636323        -6.634093515940044       -5.56165039718132E-12
5.551115123125783E-17     8.153631814264635        -6.208978137826955       -1.2023255245732279E-11
-5.551115123125783E-17    7.2574000092719615       -7                       4.965954935968626E-27
5.551115123125783E-17     5.9750299091290975       -7                       4.194904044052447E-27
0                         7.707253049731351        -7                       2.6182190757069097E-27
0                         -2.5904957518872656      -2                       -3.55044062271311E-12
5.551115123125783E-17     -0.350584671640323       -2.7419000069710173      -7.765077766750769E-12
-1.3877787807814457E-17   -0.8262242943892868      -3.0730781248437404      -1.925582861511875E-11
2.7755575615628914E-17    -0.674217133363774       -2.9215840183186086      -1.4267307840318267E-11
0                         -0.6899347083401484      -3.082039998897036       -2.3809169927548335E-11
1.3877787807814457E-17    -0.7047221458037034      -3.2330004861654653      -3.176357179537321E-11
1.3877787807814457E-17    -0.6001217242436346      -3.087945752056022       -2.4995774254995734E-11
2.7755575615628914E-17    -0.9028333123155414      -3.507731334803407       -4.300224668398924E-11
-2.7755575615628914E-17   -1.0133570838856214      -3.2595793038367056      -2.40586502033877E-11
-1.3877787807814457E-17   -0.13270035306181008     -3.3118291423790964      -3.406285536140861E-11
1.3877787807814457E-17    -0.20446894788723308     -3.379030609236486       -3.734972846697591E-11
1.734723475976807E-18     0.20440832882007906      -2.9961729982722725      -1.9093867866904086E-11
1.734723475976807E-18     0.19102259377277728      -2.942146720867779       -1.6481594939492314E-11
0                         -0.051322056614569726    -3.350807353539452       -3.603112030391686E-11
6.938893903907228E-18     0.2772702180242447       -3.29025147997232        -3.37469629851843E-11
0                         -1.2393617260771215      -3.110858113542468       -1.9267273304360355E-11
-2.7755575615628914E-17   -1.3778872796880912      -3.019702086748492       -1.6645312574846404E-11
-2.7755575615628914E-17   -1.163553315752925       -2.9898158756464417      -1.699369950941922E-11
2.7755575615628914E-17    -2.1423869853699724      -2.8639825498744202      -4.820231710129582E-12
0                         -2.5418942772227378      -2.9482911715870395      -9.552991508127282E-12
0                         -2.359169229635901       -2.6277745233928447      -2.4405276886395707E-12
-2.7755575615628914E-17   -2.5306608140638023      -2.440915637162946       -7.277501733702361E-12
-5.421010862427522E-20    -2.5424118302960075      -2.9478420538102132      -6.2743987359878796E-12
5.421010862427522E-20     -2.5424248367004467      -2.9484031363476713      -7.693919082939907E-12
0                         -1.3422181572611669      -3.4443863539557134      -2.5510980745465364E-11
-6.938893903907228E-17    -1.3992247513526137      -3.112080480700351       -1.674600172798275E-11
2.7755575615628914E-17    -1.5442463374579982      -3.1131893651630413      -1.5034830443024086E-11
-2.7755575615628914E-17   -1.4392417085987423      -3.2853297905901373      -2.0321088272518707E-11
3.209238430557093E-17     -1.74383998066741        -2.785983459812994       -4.620132189744777E-12
-1.0408340855860843E-17   -2.0753659974233822      -3.4327490297188         -2.1947922688407124E-11
1.3877787807814457E-17    -2.210696806961872       -3.385172880997563       -2.0952122561781102E-11
-2.7755575615628914E-17   -1.9932288011588355      -3.1060626245217517      -1.2018011948846402E-11
0                         -1.5604709654067028      -3.440922006718272       -2.53469855369142E-11
-6.938893903907228E-18    -2.245659533716989       -3.4300459444885494      -2.06862059066939E-11
-5.551115123125783E-17    -2.1857375811922255      -3.0507057791281285      -1.1765060312088563E-11
4.163336342344337E-17     -2.2661037455147954      -3.396865490164695       -2.0585489677061875E-11
0                         -2.539773209747976       -2.9527066618565723      -9.224626902505561E-12
0                         -2.8710354098515793      -3.0950525952323122      -2.9772279032854497E-12
2.0816681711721685E-17    -2.861529916918635       -2.6849956792659175      -8.629207694717271E-12
0                         -2.544239042685751       -2.946337043056208       -3.817812689203985E-12
5.421010862427522E-20     -2.5428519792277253      -2.9485937577871795      -5.824855100210986E-12
0                         -2.785099152702301       -2.554464158498079       -9.958658936984976E-12
0                         -3.1832047177843434      -3.23436478975355        -2.157154021822362E-12
0                         -3.531487209962168       -2.5646684289212542      -2.778365775043891E-12
-2.7755575615628914E-17   -3.2522813548435168      -2                       0
-1.3877787807814457E-17   -3.18591006734693        -2.1175967831098594      -7.208674326641149E-13
0                         -3.5010751039038452      -2.6249999999568123      -2.884498939552667E-12
0                         -3.112866788915272       -2                       0
3.469446951953614E-17     -2.849164226759008       -2.523133446658035       -6.527598845444366E-12
6.938893903907228E-18     -2.8995331453407998      -2.6249999999481255      -6.761644810316505E-12
-2.0816681711721685E-17   -3.8161268414498566      -2                       -1.1900140399212984E-12
-6.938893903907228E-18    -3.1974055960664627      -3.227419919526803       -4.06244065713303E-12
-5.204170427930421E-18    -3.1923596794112576      -3.2499999999478133      -8.216168183997489E-13
-2.2551405187698492E-17   -3.1646375977401036      -3.2591684602088398      -2.101870278901261E-12
0                         -2.7188404424523154      -3.3420612945137593      -1.1200045789680489E-11
-1.3877787807814457E-17   -2.312573750094165       -3.4176037182765993      -1.8270569673981048E-11
-5.551115123125783E-17    3.3045970198988908       -6.193074547502741       -1.349159677678288E-11
0                         3.6374736427869285       -6.557601326404537       -5.7595098767211434E-12
-2.7755575615628914E-17   2.6191985499924244       -5.442507883111536       -3.6648645558912935E-11
5.551115123125783E-17     3.155184854009554        -6.590438218951503       -5.455375098194145E-12
-2.7755575615628914E-17   2.510778315427883        -5.758226767278928       -3.2958308375088526E-11
5.551115123125783E-17     2.2027210181708794       -6.655287233414973       -2.1331181156738298E-11
5.551115123125783E-17     3.4051039883708705       -6.999999999999999       0
5.551115123125783E-17     3.07381706102386         -7                       0
-1.6653345369377348E-16   4.384108859418551        -7                       -6.813619099206255E-27
0                         2.02166083145741         -7                       -1.4910873843536035E-11
0                         2.5958737577371767       -4.4793903577910905      -5.999435796257053E-11
2.7755575615628914E-17    2.330388843811942        -4.07050539141122        -6.287541024871824E-11
0                         2.189333678716551        -3.8532601416503933      -6.333430770387246E-11
-2.7755575615628914E-17   1.931181969071699        -3.455669365004079       -5.6917248982475116E-11
0                         1.8366041653892955       -6.464384359365392       -5.7367590478170464E-11
0                         2.292613471062612        -5.272217906781168       -6.269121393913482E-11
2.7755575615628914E-17    2.4198525887230877       -5.555670260286506       -4.895925679237263E-11
-2.7755575615628914E-17   2.118828499586274        -5.726552084560164       -6.51225736727467E-11
5.551115123125783E-17     1.3608097075543224       -3.3956046889417353      -4.7203579318415345E-11
0                         1.5257828943579508       -3.412977660408637       -4.9495617197505146E-11
1.3877787807814457E-17    0.887356086737178        -3.345746306480218       -3.2174776374521094E-11
2.7755575615628914E-17    1.8141133902524507       -4.189266943931876       -6.706831276778098E-11
2.7755575615628914E-17    1.993674040414034        -4.477591253523606       -6.565693359896376E-11
-5.551115123125783E-17    1.6037678766134962       -3.851510732104508       -6.803306449438412E-11
2.7755575615628914E-17    1.4938080137082475       -4.476097876703797       -7.210017890679447E-11
0                         1.3149713670950796       -4.200663709242846       -7.601312344279454E-11
-5.551115123125783E-17    1.0881526548205396       -4.474885959347991       -7.643211358507075E-11
2.7755575615628914E-17    1.8315278615463417       -5.151760857919749       -7.171268416250829E-11
0                         1.2895250210612978       -5.010164457395962       -7.261548257258661E-11
-2.7755575615628914E-17   1.5584009666915857       -5.724877776962934       -6.979344645273124E-11
5.551115123125783E-17     1.3346949518363846       -3.854258284269104       -6.492730733527263E-11
2.7755575615628914E-17    0.9784324471065198       -3.8578961449696716      -5.28185512406416E-11
0                         1.0341279391545644       -4.171088691903565       -6.544832734331435E-11
0                         0.756594324649717        -3.3422495007842534      -3.458681131338467E-11
-2.7755575615628914E-17   0.6912945624187812       -3.8147757312656414      -5.6158267443092664E-11
5.551115123125783E-17     0.8470486107856758       -3.976653745076367       -5.53507671538545E-11
2.7755575615628914E-17    0.6434982297831024       -4.160642547921191       -7.606079432792066E-11
0                         0.6099951654091361       -4.403079521182825       -1.1299240016154769E-10
0                         0.8124436963744613       -4.847629299478715       -1.1466596353185654E-10
2.7755575615628914E-17    1.1865105228755624       -5.669029800619417       -8.211455576498954E-11
0                         1.4958479970230179       -6.348293339294601       -5.720965665994266E-11
-5.551115123125783E-17    0.27882722394138576      -3.6636532427268063      -5.7119728167802354E-11
0                         -0.14888389184912265     -3.682838858808268       -5.898701537984405E-11
-2.7755575615628914E-17   -0.6923159522292942      -3.7072153094168776      -6.107848156336625E-11
-3.469446951953614E-17    -0.24723119681527767     -4.017543547612566       -8.202452387664999E-11
0                         -0.3800262213397254      -4.003137682452691       -8.471245213476895E-11
1.1796119636642288E-16    -0.3160015451448847      -4.063806773475901       -8.907078951645127E-11
0                         0.3250191065461014       -3.919405788135255       -6.870817856898903E-11
8.326672684688674E-17     0.3983723460808845       -4.32554376475416        -1.0131409111229101E-10
-1.3877787807814457E-17   -0.2566305200177239      -4.085559519032101       -8.96417702936125E-11
0                         -4.066031404247995       -3.249999999963583       4.974304804220167E-12
0                         -4.509028452084715       -3.243065236801674       1.095246139495415E-11
0                         -4.445525679828148       -3.1172228960734416      6.903587865519264E-12
2.7755575615628914E-17    -4.143196792223435       -2.58056992693526        1.6655078925695014E-12
0                         -4.200438935782842       -2.62499999996527        3.367216718421132E-12
-2.0816681711721685E-17   -4.184730757167327       -2.5934522914183593      3.197251963777095E-12
3.122502256758253E-17     -4.168226924036224       -2.624999999964935       1.9295712658636308E-12
1.3877787807814457E-17    -3.8892400536438703      -2                       0
-2.0816681711721685E-17   -4.52572384195371        -2                       0
3.469446951953614E-17     -4.781480990178199       -2.588435984637326       4.803606468364166E-12
4.85722573273506E-17      -4.818561633172664       -2.588124283240309       1.162522284811475E-11
0                         -4.452681005899581       -2                       0
2.7755575615628914E-17    -4.801911840738496       -2.6249999999730074      1.2002443072831845E-11
4.163336342344337E-17     -5.084106227495799       -2                       3.739336139965324E-12
8.673617379884035E-19     -4.572629973322899       -3.1328101260946526      1.2592366225136551E-11
-3.2959746043559335E-17   -3.8500116538083704      -3.244384528613699       3.6249630402949004E-12
1.3877787807814457E-17    -4.123573486134257       -2.6249999999642766      1.9480607243524518E-12
-3.0357660829594124E-17   -3.8559283185752866      -3.2445383333534754      3.662220616869268E-12
5.811323644522304E-17     -3.850958233588671       -3.2499999999602234      3.5278488620421603E-12
6.5052130349130266E-18    -3.854707812980018       -3.2499999999603317      3.549725971505658E-12
-1.9081958235744878E-17   -3.852912151905715       -3.2478528233117925      3.5088865095797976E-12
0                         -4.523703684269076       -3.244510742826304       8.031956505105005E-12
-1.734723475976807E-18    -4.513803988586466       -3.248830362370148       5.639037601316434E-12
1.3877787807814457E-17    -5.150993789226612       -2.0634032542408156      -6.839372607840374E-12
-1.3877787807814457E-17   -5.174444656015627       -2                       -1.0492791254868239E-11
6.938893903907228E-18     -4.8318958428015595      -2.6534220751220747      1.0053973246657297E-11
0                         -4.847267260612817       -2.6249999999733657      9.566742769479902E-12
0                         -8.204423298296824       -2                       0
2.7755575615628914E-17    -7.975669085397409       -2.124891079148357       2.217084387140528E-12
1.3877787807814457E-17    -8.272819086903196       -2.0728810074411945      1.2728383024881923E-12
0                         -7.944344323668764       -2                       0
2.7755575615628914E-17    -7.777856613619523       -2.159514134135182       2.8721879097594752E-12
0                         -8.022724525885401       -2.312499999979729       5.5648538670966635E-12
1.3877787807814457E-17    -7.921427473959849       -2.3124999999801417      5.517908218334234E-12
0                         -7.628159245524654       -2                       7.57123104932467E-14
-1.3877787807814457E-17   -8.348886277441801       -2                       -2.1729458967916218E-14
0                         -7.969386416735143       -2.3636039661246313      6.4248309180278416E-12
2.7755575615628914E-17    -8.552547119426634       -2.1860104664536903      4.206947959043782E-12
0                         -8.817213819669245       -2                       -6.771262303615196E-13
1.1102230246251565E-16    -8.25943908576714        -2.300834114689213       6.4343382344916875E-12
0                         -8.455415335679183       -2.291175915157995       6.499887858063025E-12
2.7755575615628914E-17    -8.246744763945006       -2.517105404588712       1.1350257578541596E-11
0                         -8.16857736866333        -2.6017379407365238      1.2806159499845781E-11
0                         -8.642729788053575       -2.294860416634817       6.302368589929514E-12
1.3877787807814457E-17    -8.51291296800316        -2.419231311040379       9.20010410412853E-12
2.7755575615628914E-17    -8.759609729316445       -2.435933817740949       1.0108396039962596E-11
2.7755575615628914E-17    -8.598658003543433       -2.6101976869756394      1.419222630807913E-11
-2.7755575615628914E-17   -8.319319816458412       -2.6047030657672985      1.3679641436545167E-11
-1.3877787807814457E-17   -8.909046459406479       -2.6163030713141087      1.5009353729362627E-11
0                         -8.935238670351058       -2.3124999999756075      7.20717735123401E-12
0                         -9.088204100424274       -2.3124999999748823      7.704091626006846E-12
0                         -9.206356829124541       -2.089600820568051       2.424314194205719E-12
-1.734723475976807E-18    -8.932733992483678       -2                       -9.426678835510968E-27
-3.469446951953614E-18    -8.824938104776884       -2.0204519563654912      -4.775334706824228E-13
0                         -8.835779124731634       -2                       -9.645834230194048E-27
2.7755575615628914E-17    -8.998881502483696       -2.481010147843988       1.1464596040357386E-11
-6.938893903907228E-18    -9.253851761462128       -2                       2.0130253323806194E-13
-2.7755575615628914E-17   -8.780485239896326       -2.303167681544003       6.5203697451689525E-12
-1.734723475976807E-18    -6.297897165307591       -2.600411472780506       1.1903617676983717E-11
0                         -6.58111613498583        -1.9999999999999998      -4.04267325602546E-13
-2.7755575615628914E-17   -6.285162886509909       -2                       -2.924492177305448E-26
0                         -5.3320771884515334      -2.246030287471787       -4.589551007656606E-12
0                         -6.286206466991976       -2.618872817713114       1.1925030166536663E-11
1.734723475976807E-18     -6.2613384981291         -2.5869972712535763      1.0239124695468E-11
0                         -6.269405597696696       -2.6175648462226877      1.121317634553611E-11
0                         -6.2745914038055774      -2.6372147235690777      1.2261781072565014E-11
0                         -5.698089061624664       -2.715181126956722       1.323542892981068E-11
-1.3877787807814457E-17   -5.58006482847321        -2.5638986901778646      9.311601031572602E-12
0                         -5.696646472172382       -2.379799000062592       6.2571756453837014E-12
2.7755575615628914E-17    -5.989048105759399       -3.0881299021652007      2.3879801662868994E-11
-1.3877787807814457E-17   -5.885247134125877       -2                       0
-2.7755575615628914E-17   -5.818918831621126       -2.133570172597344       2.2363192685777547E-12
5.551115123125783E-17     -5.6885912191180665      -2                       0
3.469446951953614E-18     -4.913070950330849       -2.7352891547340037      4.074424404445881E-12
8.326672684688674E-17     -4.861378476691287       -2.648650863632476       4.0301460307584096E-13
3.469446951953614E-18     -5.007523696982938       -2.6249999999740745      2.2949427151346598E-12
0                         -5.510644729517395       -2.690702718422573       1.1323768881227495E-11
1.3877787807814457E-17    -5.512454636336914       -3.1389917243451153      2.192540676378439E-11
0                         -5.249883955663905       -3.1670131390899003      1.9251243303431712E-11
-6.938893903907228E-18    -7.639421521443056       -2.548549092220403       1.0024676634140878E-11
0                         -7.33038710453123        -2.312499999982783       6.249918344808439E-12
0                         -7.526378510411697       -2.5662132379723976      1.1338005963826955E-11
2.7755575615628914E-17    -7.593453273751988       -2.312499999981582       5.73713668615982E-12
1.3877787807814457E-17    -7.185614752553953       -2.12509044481451        2.4517428827606827E-12
2.7755575615628914E-17    -6.97425067629024        -2.312499999983797       6.328094030854071E-12
0                         -6.9450741945670025      -2.1626774078340736      3.1752847733332756E-12
-6.938893903907228E-18    -7.545990791177768       -2.0687779420465895      1.2846449687713137E-12
-1.3877787807814457E-17   -7.654309586593943       -2.6249999999705587      1.132761724739712E-11
-1.3877787807814457E-17   -6.723541220848632       -2.1972942381961147      3.6047255889307603E-12
0                         -7.518306033090031       -2                       2.8917645165808293E-26
2.7755575615628914E-17    -6.879592667376995       -1.9999999999999998      1.1467113742041347E-26
-2.7755575615628914E-17   -7.095312990542165       -2                       1.1125582493881747E-26
-5.551115123125783E-17    -7.72341777206912        -2.3124999999812252      5.29422639646593E-12
0                         -6.296173810147274       -2.6208127273986297      1.2814868645563242E-11
0                         -6.295283694716508       -2.631350004894144       1.3135629670456745E-11
-2.7755575615628914E-17   -6.252368950808245       -3.1393791317507254      2.645463338804226E-11
-1.734723475976807E-18    -6.307782915351987       -2.624999999976922       1.2729134683359578E-11
-1.734723475976807E-18    -6.30053013837482        -2.6286846432691164      1.321824952752282E-11
-1.734723475976807E-18    -6.332465236478244       -2.6863915910644565      1.4612291774204915E-11
1.3877787807814457E-17    -6.559062454292026       -3.249999999980096       3.139559041843851E-11
6.938893903907228E-18     -7.324627699704428       -2.93749999997069        2.087958796208808E-11
0                         -7.478865154614496       -2.624999999971651       1.2679815141068196E-11
0                         -7.252923415734786       -2.904550518094729       1.9918241976895663E-11
0                         -7.6052136466251214      -2.6715372282832797      1.3305080689781094E-11
1.3877787807814457E-17    -6.8780362400355965      -2.403700070490145       8.266834412701403E-12
-6.938893903907228E-18    -7.297109841445535       -2.963583722032295       2.2157372280536078E-11
0                         -7.1166436866439895      -3.033617767614122       2.3530516699812818E-11
2.7755575615628914E-17    -6.799936739174337       -2.7705676234078807      1.6578027940890754E-11
5.551115123125783E-17     -6.7103746856076505      -3.1912798055122433      2.7371537732989686E-11
-2.7755575615628914E-17   -6.126260847819534       -3.2134195469950475      2.8372176401346967E-11
2.7755575615628914E-17    -1.7764551095112         -5.354499550775276       -4.438899366219996E-11
-2.7755575615628914E-17   -1.6614297038274128      -4.915467360207536       -4.259688514315944E-11
0                         -1.0810297181733213      -4.976083614322283       -6.686021067085629E-11
2.0816681711721685E-17    -0.45834447180342947     -4.1539103287360595      -8.735253563455144E-11
5.551115123125783E-17     -0.2546300889276526      -4.441275370152643       -9.177156054216014E-11
-8.326672684688674E-17    -1.1680597059276856      -4.60316247855431        -5.988603556463228E-11
0                         -0.10899654956034835     -4.646709996180177       -9.491780998572546E-11
-2.7755575615628914E-17   -0.5974551996836855      -4.812224299707525       -8.013158819717377E-11
0                         -1.9523448874542146      -5.0773644669874916      -4.8053857338217475E-11
1.3877787807814457E-17    -1.9714189120858672      -4.645307412844353       -3.989798278479823E-11
-5.551115123125783E-17    -1.006752496206299       -4.299379745140827       -5.78395548538164E-11
-2.7755575615628914E-17   -1.3832515657434417      -4.399248998509524       -4.210364370514344E-11
-2.7755575615628914E-17   -1.174968732753415       -4.012736156165713       -4.32570629752244E-11
0                         -1.4942200858879606      -3.734504119519128       -2.897061503177653E-11
-1.3877787807814457E-17   -1.8102483471711879      -4.337689972851442       -3.358474964959946E-11
-1.3877787807814457E-17   -2.1971583888638357      -3.644972428236269       -2.4209983659394508E-11
1.3877787807814457E-17    -1.9290465011334854      -4.124995659805469       -3.131847689398215E-11
0                         -2.0416659922871063      -4.334016658925237       -3.695352893807161E-11
-8.673617379884035E-19    -4.508400441240555       -3.255747874233254       6.493639670713565E-12
0                         -2.470306999192987       -4.9000775228831275      -3.6085053381323065E-11
0                         -3.4448586759015063      -3.9830703414689275      1.352016859273672E-11
-2.7755575615628914E-17   -3.8487141070492417      -3.7791504649755545      1.1419154649291652E-11
-2.7755575615628914E-17   -3.376256718049981       -3.779894294116349       1.054771072477675E-11
2.7755575615628914E-17    -3.8447628673379985      -3.9882664533620886      1.0973527110273296E-11
-2.688821387764051E-17    -3.858563993004905       -3.2578536622789755      3.867271322767293E-12
3.0357660829594124E-18    -3.848875989074105       -3.258220400895468       3.812971066316074E-12
5.551115123125783E-17     -4.034479992713833       -3.7788579982234998      8.838791839919007E-12
-1.3877787807814457E-17   -3.208302222474793       -3.2824692697729443      7.530695134871072E-13
2.7755575615628914E-17    -3.554712852738185       -4.308421659947771       9.042133219998906E-12
-6.938893903907228E-18    -3.8531224225764062      -3.2522347287458846      3.5611767047214566E-12
0                         -2.7434863017013202      -4.751029880399927       -2.074200726331957E-11
1.3877787807814457E-17    -2.9422217147974647      -4.642599100593018       -1.6311016459172616E-11
0                         -2.9418214370291356      -4.062429476368603       -6.698128252792243E-12
1.3877787807814457E-17    -2.6182049450978138      -4.637335991449788       -2.1933186625962408E-11
-6.938893903907228E-18    -3.057399054895915       -3.8571051892385344      -1.746259273173176E-12
4.85722573273506E-17      -2.3015804063008605      -3.4594661279198964      -1.8574560171594006E-11
-2.7755575615628914E-17   -2.474519975144642       -4.10281584159597        -2.36323832523976E-11
-4.85722573273506E-17     -2.9955040503614967      -3.824541992301045       -3.3594767491654057E-12
0                         -3.1351379971832474      -3.561077018986917       -7.259007390590383E-14
-6.938893903907228E-18    -3.0695668382712973      -3.810770539671987       -1.8969561813460604E-12
-1.3877787807814457E-17   -2.421264918610791       -3.474055701666105       -1.6395095295792005E-11
0                         1.485918816894571        -7                       -7.656586820249008E-12
0                         -0.6499103189064321      -5.0083911649593995      -7.707554888928532E-11
-2.7755575615628914E-17   -0.4398362928142658      -5.02413385072936        -8.267797401187092E-11
-5.551115123125783E-17    0.4265634326336878       -5.089060766669624       -1.1566483596073375E-10
-5.551115123125783E-17    0.7985421831159402       -5.760062017835954       -8.048055340387527E-11
0                         0.17909594995102016      -6.192813101165882       -5.543738699576199E-11
5.551115123125783E-17     -0.007776573803046645    -5.760062017804788       -8.844834767462136E-11
0                         1.0438451667057371       -6.2025566730341115      -5.076205355362131E-11
5.551115123125783E-17     0.527659035594578        -7                       0
1.3877787807814457E-17    -0.6734089650774784      -6.788381216218038       -4.1844933044772603E-11
0                         -0.6128913788054116      -7                       0
0                         -0.8103900866086777      -7                       -2.1502914745525306E-11
1.1102230246251565E-16    -0.7595370977943359      -5.942789510959036       -7.079477353856096E-11
2.220446049250313E-16     -1.3472103704080882      -6.085632957104377       -4.088963418305241E-11
0                         -0.8713838026397561      -6.896109283782583       -3.323551373713841E-11
8.326672684688674E-17     -2.240407730904905       -5.418729553093514       -4.611072694968611E-11
0                         -1.828238537391595       -6.41965270300467        -1.7363119942583074E-11
5.551115123125783E-17     -2.4990412679097593      -6.085632957152051       -2.4258210837347415E-11
8.326672684688674E-17     -2.6640076795470087      -7                       0
2.7755575615628914E-17    -2.778207960199075       -6.80548243784906        -5.160562239514549E-12
